entry_id	kingdom	phylum	class	order	family	genus	species	cell_type	gene_symbol	cell_subtype	sample_type	tissue_type	pubmed_id	journal	title	geo_id
8950	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Natural killer T (NKT) cells	"Zbtb16, Gata3, Cd4, Il4"	INKT2 cells	Tissue	Thymic	33288744	Nat Commun	Thymic iNKT single cell analyses unmask the common developmental program of Mouse innate T cells	"GSE152786, GSE160518"
8951	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Natural killer T (NKT) cells	"Cd24a, Ki67, Zbtb16, Rorc, Tbx21"	Mature Natural killer T (NKT) cells	Tissue	Thymic	33288744	Nat Commun	Thymic iNKT single cell analyses unmask the common developmental program of Mouse innate T cells	"GSE152786, GSE160518"
8952	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Parathyroid	"Gcm2, Ccl21a"	Parathyroid	Tissue	Thymocyte	31792212	Nat Commun	Myc controls a distinct transcriptional program in fetal thymic epithelial cells that determines thymus growth	GSE131368
8953	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Thymocytes	Cd3e	Thymocytes	Tissue	Thymocyte	31792212	Nat Commun	Myc controls a distinct transcriptional program in fetal thymic epithelial cells that determines thymus growth	GSE131368
8954	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Thyroid	Nkx2-1	Thyroid	Tissue	Thymocyte	31792212	Nat Commun	Myc controls a distinct transcriptional program in fetal thymic epithelial cells that determines thymus growth	GSE131368
8955	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Epithelial cells	"Itga6, Aire, Pigr, Il25, Ly6a, H2-aa, Ly6d, L1cam"	Medullary thymic Epithelial cells (mTEC)	Tissue	Thymocyte	31792212	Nat Commun	Myc controls a distinct transcriptional program in fetal thymic epithelial cells that determines thymus growth	GSE131368
8956	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	T cells	Foxp3	Regulatory T cells (Treg)	Tissue	Thymocyte	30643267	Nat Immunol	Thymic regulatory T cells arise via two distinct developmental programs.	GSE123067
8957	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Epithelial cells	"Plet1, Cldn3, Cldn4"	TEC (thymic Epithelial cells) progenitors	Tissue	Thymocyte	31792212	Nat Commun	Myc controls a distinct transcriptional program in fetal thymic epithelial cells that determines thymus growth	GSE131368
8958	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Dn cells	"Il2ra, Hes1"	Dn cells	Tissue	Thymus	32358021	J Immunol	UHRF1 Controls Thymocyte Fate Decisions through the Epigenetic Regulation of EGR1 Expression	NA
8959	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Dp cells	"Cd4, Cd8a"	Dp cells	Tissue	Thymus	32358021	J Immunol	UHRF1 Controls Thymocyte Fate Decisions through the Epigenetic Regulation of EGR1 Expression	NA
8960	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	T cells	"Ccr7, Itm2a"	Mature T cells	Tissue	Thymus	32358021	J Immunol	UHRF1 Controls Thymocyte Fate Decisions through the Epigenetic Regulation of EGR1 Expression	NA
8961	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Thymocytes	CD4SP	Thymocytes	Tissue	Thymus	31434685	J Exp Med	IL-2 production by self-reactive CD4 thymocytes scales regulatory T cell generation in the thymus.	GSE134902
8962	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	T cells	"Kit, CD44"	Early T cell progenitors	Tissue	Thymus	31629685	Cell Syst	Single-Cell Analysis Reveals Regulatory Gene Expression Dynamics Leading to Lineage Commitment in Early T Cell Development	GSE130812 and GSE 137165
8963	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	T cells	"Cd163l1, Sox13"	Gamma delta T cells	Tissue	Thymus	32358021	J Immunol	UHRF1 Controls Thymocyte Fate Decisions through the Epigenetic Regulation of EGR1 Expression	NA
8964	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Granulocytes	Elane	Granulocytes	Tissue	Thymus	31629685	Cell Syst	Single-Cell Analysis Reveals Regulatory Gene Expression Dynamics Leading to Lineage Commitment in Early T Cell Development	GSE130812 and GSE 137165
8965	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Natural killer (NK) cells	Klrd1	Natural killer (NK) cells	Tissue	Thymus	31629685	Cell Syst	Single-Cell Analysis Reveals Regulatory Gene Expression Dynamics Leading to Lineage Commitment in Early T Cell Development	GSE130812 and GSE 137165
8966	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	T cells	Foxp3	Regulatory T cells (Treg)	Tissue	Thymus	31434685	J Exp Med	IL-2 production by self-reactive CD4 thymocytes scales regulatory T cell generation in the thymus.	GSE134902
8967	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	T cells	Foxp3	Regulatory T cells (Treg)	Tissue	Thymus	31434685	J Exp Med	IL-2 production by self-reactive CD4 thymocytes scales regulatory T cell generation in the thymus.	GSE134902
8968	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	T cells	Foxp3	Regulatory T cells (Treg)	Tissue	Thymus	31434685	J Exp Med	IL-2 production by self-reactive CD4 thymocytes scales regulatory T cell generation in the thymus.	GSE134902
8969	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	T cells	Foxp3	Regulatory T cells (Treg)	Tissue	Thymus	31434685	J Exp Med	IL-2 production by self-reactive CD4 thymocytes scales regulatory T cell generation in the thymus.	GSE134902
8970	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	T cells	"Notch1, Gata3, Tcf7"	T cells	Tissue	Thymus	31629685	Cell Syst	Single-Cell Analysis Reveals Regulatory Gene Expression Dynamics Leading to Lineage Commitment in Early T Cell Development	GSE130812 and GSE 137165
8971	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Epithelial cells	"CD45_, EpCAM"	Thymic epithelial cells	Tissue	Thymus	32709894	Nat Commun	Differential expression of tissue-restricted antigens among mTEC is associated with distinct autoreactive T cell fates	GSE153288
8972	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Taste receptor cells	"Krt8, Krt19, Tas1r1, Tas1r2, Tas1r3, P2rx7"	Taste receptor cells	Tissue	Tongue	30283141	Nature	Single-cell transcriptomics of 20 Mouse organs creates a Tabula Muris	GSE109774
8973	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Dendritic cells	"HLA-DR, CD11c"	Conventional dendritic cells	Tissue	Tonsil	29967419	Nat Commun	Human in vivo-generated monocyte-derived dendritic cells and macrophages cross-present antigens through a vacuolar pathway	NA
8974	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Dendritic cells	"CCR7, LAMP3, CCL19, MARCKSL1, CD83, IDO1."	DC activation genes	Tissue	Tonsil	29967419	Nat Commun	Human in vivo-generated monocyte-derived dendritic cells and macrophages cross-present antigens through a vacuolar pathway	NA
8975	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Dendritic cells	"CD1C, FCER1A, CLEC10A."	CDC2	Tissue	Tonsil	29967419	Nat Commun	Human in vivo-generated monocyte-derived dendritic cells and macrophages cross-present antigens through a vacuolar pathway	NA
8976	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Dendritic cells	"LGMN, CTSB, CD14, APOE, MARCO, CD163, FCGR3A, S100A8, MAFB."	Dendritic cells	Tissue	Tonsil	29967419	Nat Commun	Human in vivo-generated monocyte-derived dendritic cells and macrophages cross-present antigens through a vacuolar pathway	NA
8977	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Dendritic cells	"RAB32, CLEC9A, IRF8, C1orf54, IDO1."	CDC1 genes	Tissue	Tonsil	29967419	Nat Commun	Human in vivo-generated monocyte-derived dendritic cells and macrophages cross-present antigens through a vacuolar pathway	NA
8978	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Dendritic cells	"LTB, PRDM16, LST1, RUNX3, CD164."	Progenitors or cDC development	Tissue	Tonsil	29967419	Nat Commun	Human in vivo-generated monocyte-derived dendritic cells and macrophages cross-present antigens through a vacuolar pathway	NA
8979	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Dendritic cells	"PCLAF, STMN1, MKI67, TOP2A, CDK1."	Dendritic cells	Tissue	Tonsil	29967419	Nat Commun	Human in vivo-generated monocyte-derived dendritic cells and macrophages cross-present antigens through a vacuolar pathway	NA
8980	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Myeloid cells	"FCN1, S100A9, VCAN, S100A8, MAFB"	Monocyte and macrophage-related genes	Tissue	Tonsil	29967419	Nat Commun	Human in vivo-generated monocyte-derived dendritic cells and macrophages cross-present antigens through a vacuolar pathway	NA
8981	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Monocytes	"CTSS, FCN1, S100A9, LYZ, VCAN."	Monocytes	Tissue	Tonsil	29967419	Nat Commun	Human in vivo-generated monocyte-derived dendritic cells and macrophages cross-present antigens through a vacuolar pathway	NA
8982	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Macrophages	"HLA-DR, CD11c, CD16"	Macrophages	Tissue	Tonsil	29967419	Nat Commun	Human in vivo-generated monocyte-derived dendritic cells and macrophages cross-present antigens through a vacuolar pathway	NA
8983	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Macrophages	"LGMN, CTSB, CD14, APOE, C1QB, MARCO, CD163, FCGR3A."	Macrophage genes	Tissue	Tonsil	29967419	Nat Commun	Human in vivo-generated monocyte-derived dendritic cells and macrophages cross-present antigens through a vacuolar pathway	NA
8984	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Macrophages	"LGMN, CTSB, CD14, APOE, C1QB, MARCO, CD163, FCGR3A."	Macrophage genes	Tissue	Tonsil	29967419	Nat Commun	Human in vivo-generated monocyte-derived dendritic cells and macrophages cross-present antigens through a vacuolar pathway	NA
8985	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Endothelial cells	Pecam1	Endothelial cells	Tissue	Trachea	30283141	Nature	Single-cell transcriptomics of 20 Mouse organs creates a Tabula Muris	GSE109774
8986	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Epithelial cells	"Epcam, Cdh1, Krt15, Krt14"	Basal	Tissue	Trachea	30283141	Nature	Single-cell transcriptomics of 20 Mouse organs creates a Tabula Muris	GSE109774
8987	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Epithelial cells	"Epcam, Cdh1, Scgb1a1"	Secretory	Tissue	Trachea	30283141	Nature	Single-cell transcriptomics of 20 Mouse organs creates a Tabula Muris	GSE109774
8988	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Epithelial cells	"Epcam, Cdh1, Foxj1"	Ciliated	Tissue	Trachea	30283141	Nature	Single-cell transcriptomics of 20 Mouse organs creates a Tabula Muris	GSE109774
8989	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Immune cells	Ptprc	Immune cells	Tissue	Trachea	30283141	Nature	Single-cell transcriptomics of 20 Mouse organs creates a Tabula Muris	GSE109774
8990	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Mesenchymal cells	Pdgfrb	Mesenchymal cells	Tissue	Trachea	30283141	Nature	Single-cell transcriptomics of 20 Mouse organs creates a Tabula Muris	GSE109774
8991	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Endothelial cells	"Emcn, Ecscr, Cdh5, Igfbp7"	Endothelial cells	Tissue	Vagal Sensory Neurons	31730854	CELL	Genetic Identification of Vagal Sensory Neurons That Control Feeding	NA
8992	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Endothelial cells	"Emcn, Ecscr, Cdh5, Igfbp7"	Endothelial cells	Tissue	Vagal Sensory Neurons	31730854	CELL	Genetic Identification of Vagal Sensory Neurons That Control Feeding	NA
8993	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neural cells	"Nefl, Nefm, Snap25, Tubb3"	Neurons	Tissue	Vagal Sensory Neurons	31730854	CELL	Genetic Identification of Vagal Sensory Neurons That Control Feeding	NA
8994	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neural cells	"Nefl, Nefm, Snap25, Tubb3"	Neurons	Tissue	Vagal Sensory Neurons	31730854	CELL	Genetic Identification of Vagal Sensory Neurons That Control Feeding	NA
8995	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Glial cells	"Apoe, Fabp7, Dbi, Plp1"	Satellite glial cells	Tissue	Vagal Sensory Neurons	31730854	CELL	Genetic Identification of Vagal Sensory Neurons That Control Feeding	NA
8996	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Glial cells	"Apoe, Fabp7, Dbi, Plp1"	Satellite glial cells	Tissue	Vagal Sensory Neurons	31730854	CELL	Genetic Identification of Vagal Sensory Neurons That Control Feeding	NA
8997	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	B cells	CD19	B cells	Tissue	Vaginal tissue and spleen	31189952	Nature	Migrant memory B cells secrete luminal antibody in the vagina	PRJNA524497
8998	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Plasma cells	CD138	Plasma cells	Tissue	Vaginal tissue and spleen	31189952	Nature	Migrant memory B cells secrete luminal antibody in the vagina	PRJNA524497
8999	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Plasmablasts	"CD138, CD19"	Plasmablasts	Tissue	Vaginal tissue and spleen	31189952	Nature	Migrant memory B cells secrete luminal antibody in the vagina	PRJNA524497
9000	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	T cells	"CD4, Foxp3, CD49b"	A short-lived effector Treg cell subset	Tissue	"Vasculature, skin"	30355617	J Exp Med	CD49b defines functionally mature Treg cells that survey skin and vascular tissues.	GSE121034
9001	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Late activated nscs	Cdk1	Late activated nscs	Tissue	Ventricle	29727663	Cell	Single-Cell Transcriptomics and Fate Mapping of Ependymal Cells Reveals an Absence of Neural Stem Cell Function.	GSE100320
9002	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Quiescent nscs	Nltsr2	Quiescent nscs	Tissue	Ventricle	29727663	Cell	Single-Cell Transcriptomics and Fate Mapping of Ependymal Cells Reveals an Absence of Neural Stem Cell Function.	GSE100320
9003	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Microglia cells	Cx3cr1	Microglia cells	Tissue	Ventricle	29727663	Cell	Single-Cell Transcriptomics and Fate Mapping of Ependymal Cells Reveals an Absence of Neural Stem Cell Function.	GSE100320
9004	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Oligodendrocytes	Sox10	Oligodendrocytes precursors	Tissue	Ventricle	29727663	Cell	Single-Cell Transcriptomics and Fate Mapping of Ependymal Cells Reveals an Absence of Neural Stem Cell Function.	GSE100320
9005	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Ependymal cells	"Acta2, Foxj1"	Ependymal cells	Tissue	Ventricle	29727663	Cell	Single-Cell Transcriptomics and Fate Mapping of Ependymal Cells Reveals an Absence of Neural Stem Cell Function.	GSE100320
9006	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neural cells	Thbs4	Activated neural stem cells	Tissue	Ventricle	29727663	Cell	Single-Cell Transcriptomics and Fate Mapping of Ependymal Cells Reveals an Absence of Neural Stem Cell Function.	GSE100320
9007	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neuroblasts	Dcx	Neuroblasts	Tissue	Ventricle	29727663	Cell	Single-Cell Transcriptomics and Fate Mapping of Ependymal Cells Reveals an Absence of Neural Stem Cell Function.	GSE100320
9008	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Fibroblasts-like cells	Pdgfra	Fibroblasts-like cells	Tissue	Vessel	30962620	Nature Methods	Evaluating measures of association for single-cell transcriptomics	"GSE84133, GSE81547, GSE81608, GSE85241"
9009	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Enterocytes	"Npc1l1, Apoc3, Slc6a19, Lct"	Enterocytes	Tissue	Villus	30988513	Nat Genet	A reinforcing HNF4-SMAD4 feed-forward module stabilizes enterocyte identity	GSE112946
9010	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Goblet cells	"Spdef, Atoh1, Muc2, Tff3"	Goblet cells	Tissue	Villus	30988513	Nat Genet	A reinforcing HNF4-SMAD4 feed-forward module stabilizes enterocyte identity	GSE112946
9011	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Adipocytes	Sca1	Adipose progenitors	Tissue	Visceral Adipose progenitor cells	31767614	Life Science Alliance	Refining the adipose progenitor cell landscape in healthy and obese visceral adipose tissue using single-cell gene expression profiling	NA
9012	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Immature	"Clic1, Vamp8"	Immature	Tissue	Visual cortex	31027966	Neuron	Neocortical Projection Neurons Instruct Inhibitory Interneuron Circuit Development in a Lineage-Dependent Manner	GSE127724
9013	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Astrocytes	Aqp4	Astrocytes	Tissue	Visual cortex	31027966	Neuron	Neocortical Projection Neurons Instruct Inhibitory Interneuron Circuit Development in a Lineage-Dependent Manner	GSE127724
9014	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neural cells	Slc17a7	Glutamatergic neurons	Tissue	Visual cortex	31027966	Neuron	Neocortical Projection Neurons Instruct Inhibitory Interneuron Circuit Development in a Lineage-Dependent Manner	GSE127724
9015	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neural cells	"Vip, Calb2, Chat, Reln, Ndnf, Npy, Lamp5, Nos1, Cck, Sst"	Interneurons	Tissue	Visual cortex	31027966	Neuron	Neocortical Projection Neurons Instruct Inhibitory Interneuron Circuit Development in a Lineage-Dependent Manner	GSE127724
9016	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Oligodendrocytes	"Mbp, Olig1"	Oligodendrocytes	Tissue	Visual cortex	31027966	Neuron	Neocortical Projection Neurons Instruct Inhibitory Interneuron Circuit Development in a Lineage-Dependent Manner	GSE127724
9017	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Definitive erythroid cells	"Gm15915, Ccl17, Muc13, Gdf3"	Definitive erythroid cells	Tissue	Yolk sac	33207205	Cell Rep	Requisite Chromatin Remodeling for Myeloid and Erythroid Lineage Differentiation from Erythromyeloid Progenitors	GSE159381
9018	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Emp	"Spi1, Bcl11a, Myb, Tal1, Gata2"	Emp	Tissue	Yolk sac	33207205	Cell Rep	Requisite Chromatin Remodeling for Myeloid and Erythroid Lineage Differentiation from Erythromyeloid Progenitors	GSE159381
9019	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Emps	"cKit, Itga2b, Cd34, Spi1"	Emps	Tissue	Yolk sac	33207205	Cell Rep	Requisite Chromatin Remodeling for Myeloid and Erythroid Lineage Differentiation from Erythromyeloid Progenitors	GSE159381
9020	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Erythroid cells	"Epor, Hba-x, Gm15915, Ccl17, Muc13"	Erythroid cells	Tissue	Yolk sac	33207205	Cell Rep	Requisite Chromatin Remodeling for Myeloid and Erythroid Lineage Differentiation from Erythromyeloid Progenitors	GSE159381
9021	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Primitive and definitive erythroid cells	"Gata1, Klf1, EpoR"	Primitive and definitive erythroid cells	Tissue	Yolk sac	33207205	Cell Rep	Requisite Chromatin Remodeling for Myeloid and Erythroid Lineage Differentiation from Erythromyeloid Progenitors	GSE159381
9022	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Erythroid cells	"Hbb-y, Hba-x, Hbb-bh1"	Primitive erythroid cells	Tissue	Yolk sac	33207205	Cell Rep	Requisite Chromatin Remodeling for Myeloid and Erythroid Lineage Differentiation from Erythromyeloid Progenitors	GSE159381
